Artist,Title,Track,Album,Year,Genre,Length,Bitrate
Joy Division,Warsaw,01,Substance,1988,Rock,02:25,243
Joy Division,Leaders Of Men,02,Substance,1988,Rock,02:35,229
Joy Division,Digital,03,Substance,1988,Rock,02:50,250
Joy Division,Autosuggestion,04,Substance,1988,Rock,06:08,247
Joy Division,Transmission,05,Substance,1988,Rock,03:36,268
Joy Division,She's Lost Control,06,Substance,1988,Rock,04:45,269
Joy Division,Incubation,07,Substance,1988,Rock,02:52,249
Joy Division,Dead Souls,08,Substance,1988,Rock,04:56,240
Joy Division,Atmosphere,09,Substance,1988,Rock,04:10,243
Joy Division,Love Will Tear Us Apart,10,Substance,1988,Rock,03:25,228
Joy Division,No Love Lost,11,Substance,1988,Rock,03:43,237
Joy Division,Failures,12,Substance,1988,Rock,03:44,230
Joy Division,Glass,13,Substance,1988,Rock,03:53,264
Joy Division,From Safety To Where,14,Substance,1988,Rock,02:27,241
Joy Division,Novelty,15,Substance,1988,Rock,04:00,256
Joy Division,Komakino,16,Substance,1988,Rock,03:52,244
Joy Division,These Days,17,Substance,1988,Rock,03:24,254
Joy Division,Disorder,01,Unknown Pleasures,2007,Alternative,03:32,222
Joy Division,Day Of the Lords,02,Unknown Pleasures,2007,Alternative,04:49,205
Joy Division,Candidate,03,Unknown Pleasures,2007,Alternative,03:05,195
Joy Division,Insight,04,Unknown Pleasures,2007,Alternative,04:28,197
Joy Division,New Dawn Fades,05,Unknown Pleasures,2007,Alternative,04:48,201
Joy Division,She's Lost Control,06,Unknown Pleasures,2007,Alternative,03:57,209
Joy Division,Shadowplay,07,Unknown Pleasures,2007,Alternative,03:55,226
Joy Division,Wilderness,08,Unknown Pleasures,2007,Alternative,02:38,202
Joy Division,Interzone,09,Unknown Pleasures,2007,Alternative,02:16,226
Joy Division,I Remember Nothing,10,Unknown Pleasures,2007,Alternative,05:53,196
Joy Division,Dead Souls,11,Unknown Pleasures,2007,Alternative,04:25,254
Joy Division,The Only Mistake,12,Unknown Pleasures,2007,Alternative,04:12,285
Joy Division,Insight,13,Unknown Pleasures,2007,Alternative,03:52,281
Joy Division,Candidate,14,Unknown Pleasures,2007,Alternative,02:07,275
Joy Division,Wilderness,15,Unknown Pleasures,2007,Alternative,02:32,272
Joy Division,She's Lost Control,16,Unknown Pleasures,2007,Alternative,03:47,279
Joy Division,Shadowplay,17,Unknown Pleasures,2007,Alternative,03:34,279
Joy Division,Disorder,18,Unknown Pleasures,2007,Alternative,03:28,281
Joy Division,Interzone,19,Unknown Pleasures,2007,Alternative,02:05,269
Joy Division,Atrocity Exhibition,20,Unknown Pleasures,2007,Alternative,06:14,245
Joy Division,Novelty,21,Unknown Pleasures,2007,Alternative,04:28,274
Joy Division,Transmission,22,Unknown Pleasures,2007,Alternative,03:49,268
Joyce Manor,Orange Julius,01,S/T,2013-05-14T07:00:00Z,Alternative,01:16,256
Joyce Manor,Call Out,02,S/T,2013-05-14T07:00:00Z,Alternative,02:00,256
Joyce Manor,Beach Community,03,S/T,2013-05-14T07:00:00Z,Alternative,01:40,256
Joyce Manor,Derailed,04,S/T,2013-05-14T07:00:00Z,Alternative,01:43,256
Joyce Manor,Famous Friend,05,S/T,2013-05-14T07:00:00Z,Alternative,01:30,256
Joyce Manor,Leather Jacket,06,S/T,2013-05-14T07:00:00Z,Alternative,02:14,256
Joyce Manor,21st Dead Rats,07,S/T,2013-05-14T07:00:00Z,Alternative,01:33,256
Joyce Manor,Constant Nothing,08,S/T,2013-05-14T07:00:00Z,Alternative,01:24,256
Joyce Manor,Ashtray Petting Zoo,09,S/T,2013-05-14T07:00:00Z,Alternative,02:18,256
Joyce Manor,Constant Headache,10,S/T,2013-05-14T07:00:00Z,Alternative,03:04,256
Jun Senoue,Angel Island Zone (SSBB Remix),19,True Blue: The Best of Sonic the Hedgehog,,Rock,02:21,198
Kaiser Chiefs,Everyday I Love You Less and Less,01,Employment,,,03:37,192
Kaiser Chiefs,I Predict a Riot,02,Employment,,,03:53,192
Kaiser Chiefs,Modern Way,03,Employment,,,04:03,192
Kaiser Chiefs,Na Na Na Na Naa,04,Employment,,,03:01,192
Kaiser Chiefs,You Can Have It All,05,Employment,,,04:35,192
Kaiser Chiefs,Oh My God,06,Employment,,,03:35,192
Kaiser Chiefs,Born to Be a Dancer,07,Employment,,,03:30,192
Kaiser Chiefs,Saturday Night,08,Employment,,,03:27,192
Kaiser Chiefs,What Did I Ever Give You?,09,Employment,,,04:09,192
Kaiser Chiefs,Time Honoured Tradition,10,Employment,,,02:45,192
Kaiser Chiefs,"Caroline, Yes",11,Employment,,,04:13,192
Kaiser Chiefs,Team Mate,12,Employment,,,03:24,192
Kaiser Chiefs,Spanish Metal,01,Off With Their Heads,2008,Indie Rock,02:19,258
Kaiser Chiefs,Never Miss a Beat,02,Off With Their Heads,2008,Indie Rock,03:08,291
Kaiser Chiefs,Like It Too Much,03,Off With Their Heads,2008,Indie Rock,03:23,285
Kaiser Chiefs,You Want History,04,Off With Their Heads,2008,Indie Rock,03:46,285
Kaiser Chiefs,Can't Say What I Mean,05,Off With Their Heads,2008,Indie Rock,02:49,288
Kaiser Chiefs,Good Days Bad Days,06,Off With Their Heads,2008,Indie Rock,02:53,276
Kaiser Chiefs,Tomato in the Rain,07,Off With Their Heads,2008,Indie Rock,03:51,259
Kaiser Chiefs,Half the Truth,08,Off With Their Heads,2008,Indie Rock,03:44,272
Kaiser Chiefs,Always Happens Like That,09,Off With Their Heads,2008,Indie Rock,03:12,278
Kaiser Chiefs,Addicted To Drugs,10,Off With Their Heads,2008,Indie Rock,03:53,267
Kaiser Chiefs,Remember You're a Girl,11,Off With Their Heads,2008,Indie Rock,02:37,224
Kaiser Chiefs,The Angry Mob,02,"Yours Truly, Angry Mob",2007,Rock,04:48,221
Kaiser Chiefs,Heat Dies Down,03,"Yours Truly, Angry Mob",2007,Rock,03:57,233
Kaiser Chiefs,High Royds,04,"Yours Truly, Angry Mob",2007,Rock,03:19,233
Kaiser Chiefs,Love Is Not A Competition (But I'm Winning),05,"Yours Truly, Angry Mob",2007,Rock,03:17,212
Kaiser Chiefs,Thank You Very Much,06,"Yours Truly, Angry Mob",2007,Rock,02:37,235
Kaiser Chiefs,I Can Do Without You,07,"Yours Truly, Angry Mob",2007,Rock,03:24,223
Kaiser Chiefs,My Kind Of Guy,08,"Yours Truly, Angry Mob",2007,Rock,04:06,222
Kaiser Chiefs,Everything Is Average Nowadays,09,"Yours Truly, Angry Mob",2007,Rock,02:44,227
Kaiser Chiefs,Boxing Champ,10,"Yours Truly, Angry Mob",2007,Rock,01:31,180
Kaiser Chiefs,Learnt My Lesson Well,11,"Yours Truly, Angry Mob",2007,Rock,03:54,224
Kaiser Chiefs,Try Your Best,12,"Yours Truly, Angry Mob",2007,Rock,03:42,199
Kaiser Chiefs,Retirement,13,"Yours Truly, Angry Mob",2007,Rock,03:53,238
Kanye West,Say You Will,01,808s & Heartbreak,2008,Electronic; Hip Hop; Pop,06:17,320
Kanye West,Welcome To Hearbreak,02,808s & Heartbreak,2008,Electronic; Hip Hop; Pop,04:23,320
Kanye West,Heartless,03,808s & Heartbreak,2008,Electronic; Hip Hop; Pop,03:31,320
Kanye West,Amazing,04,808s & Heartbreak,2008,Electronic; Hip Hop; Pop,03:58,320
Kanye West,Love Lockdown,05,808s & Heartbreak,2008,Electronic; Hip Hop; Pop,04:30,320
Kanye West,Paranoid,06,808s & Heartbreak,2008,Electronic; Hip Hop; Pop,04:37,320
Kanye West,RoboCop,07,808s & Heartbreak,2008,Electronic; Hip Hop; Pop,04:34,320
Kanye West,Street Lights,08,808s & Heartbreak,2008,Electronic; Hip Hop; Pop,03:09,320
Kanye West,Bad News,09,808s & Heartbreak,2008,Electronic; Hip Hop; Pop,03:58,320
Kanye West,See You In My Nightmares,10,808s & Heartbreak,2008,Electronic; Hip Hop; Pop,04:18,320
Kanye West,Coldest Winter,11,808s & Heartbreak,2008,Electronic; Hip Hop; Pop,02:45,320
Kanye West,Pinocchio Story (Live From Singapore),12,808s & Heartbreak,2008,Electronic; Hip Hop; Pop,06:01,320
Kanye West,Dark Fantasy,01,My Beautiful Dark Twisted Fantasy,2010,Hip Hop,04:41,258
Kanye West,Gorgeous,02,My Beautiful Dark Twisted Fantasy,2010,Hip Hop,05:57,230
Kanye West,Power,03,My Beautiful Dark Twisted Fantasy,2010,Hip Hop,04:52,257
Kanye West,All Of The Lights (Interlude),04,My Beautiful Dark Twisted Fantasy,2010,Hip Hop,01:02,217
Kanye West,All Of The Lights,05,My Beautiful Dark Twisted Fantasy,2010,Hip Hop,04:59,273
Kanye West,Monster,06,My Beautiful Dark Twisted Fantasy,2010,Hip Hop,06:18,238
Kanye West,So Appalled,07,My Beautiful Dark Twisted Fantasy,2010,Hip Hop,06:38,242
Kanye West,Devil In A New Dress,08,My Beautiful Dark Twisted Fantasy,2010,Hip Hop,05:52,264
Kanye West,Runaway,09,My Beautiful Dark Twisted Fantasy,2010,Hip Hop,09:08,255
Kanye West,Hell Of A Life,10,My Beautiful Dark Twisted Fantasy,2010,Hip Hop,05:27,256
Kanye West,Blame Game,11,My Beautiful Dark Twisted Fantasy,2010,Hip Hop,07:49,261
Kanye West,Lost In The World,12,My Beautiful Dark Twisted Fantasy,2010,Hip Hop,04:16,267
Kanye West,Who Will Survive In America,13,My Beautiful Dark Twisted Fantasy,2010,Hip Hop,01:38,260
Kanye West,Intro,01,The College Dropout,2004,Hip Hop,00:19,216
Kanye West,We Don't Care,02,The College Dropout,2004,Hip Hop,03:59,279
Kanye West,Graduation Day,03,The College Dropout,2004,Hip Hop,01:22,274
Kanye West,All Falls Down,04,The College Dropout,2004,Hip Hop,03:43,269
Kanye West,I'll Fly Away,05,The College Dropout,2004,Hip Hop,01:09,265
Kanye West,Spaceship,06,The College Dropout,2004,Hip Hop,05:24,258
Kanye West,Jesus Walks,07,The College Dropout,2004,Hip Hop,03:13,291
Kanye West,Never Let Me Down,08,The College Dropout,2004,Hip Hop,05:24,277
Kanye West,Get Em High,09,The College Dropout,2004,Hip Hop,04:49,262
Kanye West,Workout Plan,10,The College Dropout,2004,Hip Hop,00:46,259
Kanye West,The New Workout Plan,11,The College Dropout,2004,Hip Hop,05:22,274
Kanye West,Slow Jamz,12,The College Dropout,2004,Hip Hop,05:16,273
Kanye West,Breathe In Breathe Out,13,The College Dropout,2004,Hip Hop,04:06,261
Kanye West,School Spirit Skit 1,14,The College Dropout,2004,Hip Hop,01:18,220
Kanye West,School Spirit,15,The College Dropout,2004,Hip Hop,03:02,281
Kanye West,School Spirit Skit 2,16,The College Dropout,2004,Hip Hop,00:43,220
Kanye West,Lil Jimmy Skit,17,The College Dropout,2004,Hip Hop,00:53,247
Kanye West,Two Words,18,The College Dropout,2004,Hip Hop,04:26,243
Kanye West,Through The Wire,19,The College Dropout,2004,Hip Hop,03:41,230
Kanye West,Family Business,20,The College Dropout,2004,Hip Hop,04:38,279
Kanye West,Last Call,21,The College Dropout,2004,Hip Hop,12:40,270
Kara's Walk Home,American Soccer,01,I don't want to look at the stars,2015,,06:04,267
Kara's Walk Home,Escape from the City,02,I don't want to look at the stars,2015,,04:14,273
Kara's Walk Home,Stars Kids Home,03,I don't want to look at the stars,2015,,06:19,259
Kara's Walk Home,4am again... that's fine,04,I don't want to look at the stars,2015,,07:20,251
Kara's Walk Home,Weekend! Party with your Friends!!!,05,I don't want to look at the stars,2015,,12:29,275
Kara's Walk Home,Dry,06,I don't want to look at the stars,2015,,02:16,246
Kara's Walk Home,I'll Give It My All... Tomorrow,07,I don't want to look at the stars,2015,,03:54,260
Kara's Walk Home,Summertime! Fun with Friends!!!,08,I don't want to look at the stars,2015,,07:44,285
Kara's Walk Home,bad feelings ;^(,09,I don't want to look at the stars,2015,,07:48,281
Karen O and the Kids,Igloo,01,Where the Wild Things Are,2009,soundtrack,01:49,218
Karen O and the Kids,All is Love,02,Where the Wild Things Are,2009,soundtrack,02:51,263
Karen O and the Kids,Capsize,03,Where the Wild Things Are,2009,soundtrack,02:38,245
Karen O and the Kids,Worried Shoes,04,Where the Wild Things Are,2009,soundtrack,04:12,206
Karen O and the Kids,Rumpus,05,Where the Wild Things Are,2009,soundtrack,02:46,258
Karen O and the Kids,Rumpus Reprise,06,Where the Wild Things Are,2009,soundtrack,01:56,228
Karen O and the Kids,Hidaway,07,Where the Wild Things Are,2009,soundtrack,05:11,227
Karen O and the Kids,Cliffs,08,Where the Wild Things Are,2009,soundtrack,03:00,224
Karen O and the Kids,Animal,09,Where the Wild Things Are,2009,soundtrack,04:12,270
Karen O and the Kids,Lost Fur,10,Where the Wild Things Are,2009,soundtrack,01:08,221
Karen O and the Kids,Heads Up,11,Where the Wild Things Are,2009,soundtrack,02:55,270
Karen O and the Kids,Building All is Love,12,Where the Wild Things Are,2009,soundtrack,03:33,264
Karen O and the Kids,Food is Still Hot,13,Where the Wild Things Are,2009,soundtrack,02:47,214
Karen O and the Kids,Sailing Home,14,Where the Wild Things Are,2009,soundtrack,01:02,249
Karsh Kale,Distance,02,Realize,2001,Electronica & Dance,05:27,256
Karsh Kale,One Step Beyond,07,Realize,2001,Electronica & Dance,06:06,256
Keiichi Okabe,Significance - Nothing,01,NieR:Automata Original Soundtrack,2017,Soundtrack,02:39,219
Keiichi Okabe,City of Ruins - Rays of Light,02,NieR:Automata Original Soundtrack,2017,Soundtrack,06:22,232
Keiichi Okabe,Peaceful Sleep,03,NieR:Automata Original Soundtrack,2017,Soundtrack,06:50,221
Kuniyuki Takahashi,Memories of Dust,04,NieR:Automata Original Soundtrack,2017,Soundtrack,05:29,239
Keiichi Okabe,Birth of a Wish,05,NieR:Automata Original Soundtrack,2017,Soundtrack,04:40,270
Keiichi Okabe,The Color of Depression,06,NieR:Automata Original Soundtrack,2017,Soundtrack,03:17,220
Keigo Hoashi,Amusement Park,07,NieR:Automata Original Soundtrack,2017,Soundtrack,06:19,248
Keigo Hoashi,A Beautiful Song,08,NieR:Automata Original Soundtrack,2017,Soundtrack,04:06,265
Keiichi Okabe,Voice of no Return - Guitar,09,NieR:Automata Original Soundtrack,2017,Soundtrack,03:51,209
Kuniyuki Takahashi & Keiichi Okabe,Grandma - Destruction,10,NieR:Automata Original Soundtrack,2017,Soundtrack,05:31,270
Keigo Hoashi & Keiichi Okabe,Faltering Prayer - Dawn Breeze,11,NieR:Automata Original Soundtrack,2017,Soundtrack,03:12,213
Kuniyuki Takahashi & Kakeru Ishihama,Emil's Shop,12,NieR:Automata Original Soundtrack,2017,Soundtrack,05:28,229
Keigo Hoashi,Treasured Times,13,NieR:Automata Original Soundtrack,2017,Soundtrack,03:46,206
Keigo Hoashi,Vague Hope - Cold Rain,14,NieR:Automata Original Soundtrack,2017,Soundtrack,03:36,221
Keiichi Okabe & J'Nique Nicole,Weight of the World / English Version,15,NieR:Automata Original Soundtrack,2017,Soundtrack,05:44,237
Keiichi Okabe,Significance,01,NieR:Automata Original Soundtrack,2017,Soundtrack,02:39,220
Keiichi Okabe,City Ruins - Shade,02,NieR:Automata Original Soundtrack,2017,Soundtrack,06:01,251
Keiichi Okabe,End of the Unknown,03,NieR:Automata Original Soundtrack,2017,Soundtrack,04:31,262
Keiichi Okabe,Voice of no Return - Normal,04,NieR:Automata Original Soundtrack,2017,Soundtrack,02:53,220
Keiichi Okabe,Pascal,05,NieR:Automata Original Soundtrack,2017,Soundtrack,04:47,251
Keigo Hoashi,Forest Kingdom,06,NieR:Automata Original Soundtrack,2017,Soundtrack,05:52,240
Keigo Hoashi & Keiichi Okabe,Dark Colossus - Kaiju,07,NieR:Automata Original Soundtrack,2017,Soundtrack,06:06,256
Keigo Hoashi,Copied City,08,NieR:Automata Original Soundtrack,2017,Soundtrack,03:59,247
Keiichi Okabe,Wretched Weaponry: Medium/Dynamic,09,NieR:Automata Original Soundtrack,2017,Soundtrack,07:04,258
Keiichi Okabe,Possessed by Disease,10,NieR:Automata Original Soundtrack,2017,Soundtrack,05:02,259
Keigo Hoashi,Broken Heart,11,NieR:Automata Original Soundtrack,2017,Soundtrack,03:31,235
Keiichi Okabe,Wretched Weaponry: Quiet,12,NieR:Automata Original Soundtrack,2017,Soundtrack,03:07,223
Keiichi Okabe,Mourning,13,NieR:Automata Original Soundtrack,2017,Soundtrack,04:51,230
Kuniyuki Takahashi,Dependent Weakling,14,NieR:Automata Original Soundtrack,2017,Soundtrack,05:06,266
Keiichi Okabe & Marina Kawano,Weight of the World Kowaretasekainouta,15,NieR:Automata Original Soundtrack,2017,Soundtrack,05:44,244
Keigo Hoashi,Rebirth & Hope,01,NieR:Automata Original Soundtrack,2017,Soundtrack,00:37,218
Keigo Hoashi & Keiichi Okabe,War & War,02,NieR:Automata Original Soundtrack,2017,Soundtrack,04:32,251
Keigo Hoashi,Crumbling Lies - Front,03,NieR:Automata Original Soundtrack,2017,Soundtrack,03:26,256
Keigo Hoashi,Widespread Illness,04,NieR:Automata Original Soundtrack,2017,Soundtrack,03:18,226
Keiichi Okabe,Fortress of Lies,05,NieR:Automata Original Soundtrack,2017,Soundtrack,02:49,208
Keigo Hoashi,Vague Hope - Spring Rain,06,NieR:Automata Original Soundtrack,2017,Soundtrack,04:40,226
Keiichi Okabe,Song of the Ancients - Atonement,07,NieR:Automata Original Soundtrack,2017,Soundtrack,05:09,250
Keiichi Okabe,Blissful Death,08,NieR:Automata Original Soundtrack,2017,Soundtrack,02:36,212
Keigo Hoashi & Kakeru Ishihama,Emil - Despair,09,NieR:Automata Original Soundtrack,2017,Soundtrack,04:47,268
Keigo Hoashi & Keiichi Okabe,Faltering Prayer - Starry Sky,10,NieR:Automata Original Soundtrack,2017,Soundtrack,03:44,214
Keiichi Okabe & Keigo Hoashi,Alien Manifestation,11,NieR:Automata Original Soundtrack,2017,Soundtrack,06:27,253
Keiichi Okabe,The Tower,12,NieR:Automata Original Soundtrack,2017,Soundtrack,07:43,252
Keigo Hoashi,Bipolar Nightmare,13,NieR:Automata Original Soundtrack,2017,Soundtrack,05:00,267
Keigo Hoashi,The Sound of the End,14,NieR:Automata Original Soundtrack,2017,Soundtrack,05:26,246
Keiichi Okabe & Emi Evans,Weight of the World / Nouveau-FR Version,15,NieR:Automata Original Soundtrack,2017,Soundtrack,05:47,240
Keiichi Okabe & YoRHa,Weight of the World / the End of YoRHa,16,NieR:Automata Original Soundtrack,2017,Soundtrack,05:39,246
Keiko Utoku,Sonic - You Can Do Anything,06,True Blue: The Best of Sonic the Hedgehog,,Rock,01:31,219
Keiko Utoku,Sonic Boom,07,True Blue: The Best of Sonic the Hedgehog,,Rock,03:09,211
Kelly Clarkson,Miss Independent,02,Thankful,2003,,04:57,192
Kenichi Tokoi,Seven Rings in Hand,14,True Blue: The Best of Sonic the Hedgehog,,Rock,05:06,227
Kero Kero Bonito,Bonito Intro,01,Intro Bonito,2013,,00:50,264
Kero Kero Bonito,Intro Bonito,02,Intro Bonito,2013,,02:45,253
Kero Kero Bonito,Sick Beat,03,Intro Bonito,2013,,02:59,260
Kero Kero Bonito,My Party,04,Intro Bonito,2013,,02:47,268
Kero Kero Bonito,Cat Vs. Dog,05,Intro Bonito,2013,,00:58,255
Kero Kero Bonito,Kero Kero Bonito,06,Intro Bonito,2013,,02:36,284
Kero Kero Bonito,Babies (Are So Strange),07,Intro Bonito,2013,,02:36,248
Kero Kero Bonito,Bonito Jingle,08,Intro Bonito,2013,,00:18,265
Kero Kero Bonito,Homework,09,Intro Bonito,2013,,02:17,222
Kero Kero Bonito,Pocket Crocodile,10,Intro Bonito,2013,,01:55,254
Kero Kero Bonito,Cat Vs. Dog,11,Intro Bonito,2013,,00:58,249
Kero Kero Bonito,Park Song,12,Intro Bonito,2013,,02:45,281
Kero Kero Bonito,Let's Go To The Forest,13,Intro Bonito,2013,,02:03,270
Kero Kero Bonito,Small Town,14,Intro Bonito,2013,,02:46,251
Kero Kero Bonito,I'd Rather Sleep,15,Intro Bonito,2013,,01:55,262
Kero Kero Bonito,Flamingo,04,Kero Kero Bonito,2014,:'),03:17,320
Kero Kero Bonito,Picture This,01,Picture This,2015,Pop,03:23,254
Kid Cudi,In My Dreams (Cudder Anthem),01,Man On The Moon: The End Of Day,2009,Electronic; Funk / Soul; Hip Hop; Pop,03:19,320
Kid Cudi,Soundtrack 2 My Life,02,Man On The Moon: The End Of Day,2009,Electronic; Funk / Soul; Hip Hop; Pop,03:55,320
Kid Cudi,Day 'n' Nite (Crookers Remix),,Man On The Moon: The End Of Day,2009,Hip-Hop/Rap,04:41,275
Kid Cudi,Simple As...,03,Man On The Moon: The End Of Day,2009,Electronic; Funk / Soul; Hip Hop; Pop,02:31,320
Kid Cudi,Solo Dolo (Nightmare),04,Man On The Moon: The End Of Day,2009,Electronic; Funk / Soul; Hip Hop; Pop,04:26,320
Kid Cudi,Heart Of A Lion (KiD CuDi Theme Music),05,Man On The Moon: The End Of Day,2009,Electronic; Funk / Soul; Hip Hop; Pop,04:21,320
Kid Cudi,My World,06,Man On The Moon: The End Of Day,2009,Electronic; Funk / Soul; Hip Hop; Pop,04:03,320
Kid Cudi,Day N Nite (Nightmare),07,Man On The Moon: The End Of Day,2009,Electronic; Funk / Soul; Hip Hop; Pop,03:41,320
Kid Cudi,Sky Might Fall,08,Man On The Moon: The End Of Day,2009,Electronic; Funk / Soul; Hip Hop; Pop,03:41,320
Kid Cudi,Enter Galactic (Love Connection Part 1),09,Man On The Moon: The End Of Day,2009,Electronic; Funk / Soul; Hip Hop; Pop,04:20,320
Kid Cudi,Alive (Nightmare),10,Man On The Moon: The End Of Day,2009,Electronic; Funk / Soul; Hip Hop; Pop,04:06,320
Kid Cudi,CuDi Zone,11,Man On The Moon: The End Of Day,2009,Electronic; Funk / Soul; Hip Hop; Pop,04:19,320
Kid Cudi,Make Her Say,12,Man On The Moon: The End Of Day,2009,Electronic; Funk / Soul; Hip Hop; Pop,03:36,320
Kid Cudi,Pursuit Of Happiness (Nightmare),13,Man On The Moon: The End Of Day,2009,Electronic; Funk / Soul; Hip Hop; Pop,04:55,320
Kid Cudi,Hyyerr (Nightmare),14,Man On The Moon: The End Of Day,2009,Electronic; Funk / Soul; Hip Hop; Pop,03:32,320
Kid Cudi,"Up, Up And Away",15,Man On The Moon: The End Of Day,2009,Electronic; Funk / Soul; Hip Hop; Pop,03:47,320
King Krule,Easy Easy,01,6 Feet Beneath the Moon,2013,Alternative Rock,02:49,320
King Krule,Border Line,02,6 Feet Beneath the Moon,2013,Alternative Rock,03:05,320
King Krule,Has This Hit?,03,6 Feet Beneath the Moon,2013,Alternative Rock,04:26,320
King Krule,Foreign 2,04,6 Feet Beneath the Moon,2013,Alternative Rock,03:39,320
King Krule,Ceiling,05,6 Feet Beneath the Moon,2013,Alternative Rock,02:56,320
King Krule,Baby Blue,06,6 Feet Beneath the Moon,2013,Alternative Rock,03:35,320
King Krule,Cementality,07,6 Feet Beneath the Moon,2013,Alternative Rock,03:43,320
King Krule,A Lizard State,08,6 Feet Beneath the Moon,2013,Alternative Rock,04:19,320
King Krule,Will I Come,09,6 Feet Beneath the Moon,2013,Alternative Rock,01:55,320
King Krule,Ocean Bed,10,6 Feet Beneath the Moon,2013,Alternative Rock,03:31,320
King Krule,Neptune Estate,11,6 Feet Beneath the Moon,2013,Alternative Rock,05:12,320
King Krule,The Krockadile,12,6 Feet Beneath the Moon,2013,Alternative Rock,04:51,320
King Krule,Out Getting Ribs,13,6 Feet Beneath the Moon,2013,Alternative Rock,04:16,320
King Krule,Bathed in Grey,14,6 Feet Beneath the Moon,2013,Alternative Rock,04:01,320
Kinks,The Contenders,01,Part One Lola Versus Powerman And The Moneygoround,1970,Rock,02:42,192
Kinks,Strangers,02,Part One Lola Versus Powerman And The Moneygoround,1970,Rock,03:19,192
Kinks,Denmark Street,03,Part One Lola Versus Powerman And The Moneygoround,1970,Rock,02:01,192
Kinks,Get Back In Line,04,Part One Lola Versus Powerman And The Moneygoround,1970,Rock,03:04,192
Kinks,Lola,05,Part One Lola Versus Powerman And The Moneygoround,1970,Rock,04:01,192
Kinks,Top Of The Pops,06,Part One Lola Versus Powerman And The Moneygoround,1970,Rock,03:39,192
Kinks,The Moneygoround,07,Part One Lola Versus Powerman And The Moneygoround,1970,Rock,01:46,192
Kinks,This Time Tomorrow,08,Part One Lola Versus Powerman And The Moneygoround,1970,Rock,03:21,192
Kinks,A Long Way From Home,09,Part One Lola Versus Powerman And The Moneygoround,1970,Rock,02:26,192
Kinks,Rats,10,Part One Lola Versus Powerman And The Moneygoround,1970,Rock,02:39,192
Kinks,Apeman,11,Part One Lola Versus Powerman And The Moneygoround,1970,Rock,03:52,192
Kinks,Powerman,12,Part One Lola Versus Powerman And The Moneygoround,1970,Rock,04:18,192
Kinks,Got To Be Free,13,Part One Lola Versus Powerman And The Moneygoround,1970,Rock,03:01,192
Kinks,Lola [bonus] [mono single version],14,Part One Lola Versus Powerman And The Moneygoround,1970,Rock,04:07,192
Kinks,Apeman [demo],15,Part One Lola Versus Powerman And The Moneygoround,1970,Rock,03:40,192
Kinks,Powerman [demo],16,Part One Lola Versus Powerman And The Moneygoround,1970,Rock,04:23,192
Kittyhawk,Contact,01,"Hello, Again",2014,,01:29,266
Kittyhawk,The Petravicz Estate,02,"Hello, Again",2014,,03:06,277
Kittyhawk,Sunny Day Renter's Insurance,03,"Hello, Again",2014,,02:57,278
Kittyhawk,Vaudeville,04,"Hello, Again",2014,,03:40,283
Kittyhawk,Jude II,05,"Hello, Again",2014,,04:24,261
Kittyhawk,Welcome Home,06,"Hello, Again",2014,,03:27,273
Kittyhawk,Self v. Former Self,07,"Hello, Again",2014,,03:36,261
Kittyhawk,Hans Christian Andersen,08,"Hello, Again",2014,,02:22,273
Kittyhawk,Zodiac,09,"Hello, Again",2014,,04:14,271
Kittyhawk,Seasonal Abjective Disorder,10,"Hello, Again",2014,,02:55,276
Kittyhawk,Better Homes,11,"Hello, Again",2014,,02:32,260
Kittyhawk,Better Gardens,12,"Hello, Again",2014,,04:15,274
Kittyhawk,Tourisme,13,"Hello, Again",2014,,03:13,272
Klaxons,Two Receivers,01,Myths of the Near Future,2007,Nu Rave,04:18,274
Klaxons,Atlantis to Interzone,02,Myths of the Near Future,2007,Nu Rave,03:18,254
Klaxons,Golden Skans,03,Myths of the Near Future,2007,Nu Rave,02:45,273
Klaxons,Totem on the Timeline,04,Myths of the Near Future,2007,Nu Rave,02:41,273
Klaxons,"As Above, So Below",05,Myths of the Near Future,2007,Nu Rave,03:58,179
Klaxons,Isle of Her,06,Myths of the Near Future,2007,Nu Rave,03:54,275
Klaxons,Gravity's Rainbow,07,Myths of the Near Future,2007,Nu Rave,02:37,284
Klaxons,Forgotten Works,08,Myths of the Near Future,2007,Nu Rave,03:26,266
Klaxons,Magick,09,Myths of the Near Future,2007,Nu Rave,03:30,247
Klaxons,It's Not Over Yet,10,Myths of the Near Future,2007,Nu Rave,03:35,280
Klaxons,Four Horsemen of 2012,11,Myths of the Near Future,2007,Nu Rave,19:42,85
Various,The Legend of Zelda 25th Anniversary Medley,01,The Legend of Zelda 25th Anniversary Special Orchestra CD,2011,,08:08,256
Various,Kakariko Village - Twilight Princess Theme,02,The Legend of Zelda 25th Anniversary Special Orchestra CD,2011,,02:50,235
Various,The Wind Waker Symphonic Movement,03,The Legend of Zelda 25th Anniversary Special Orchestra CD,2011,,10:31,254
Various,Gerudo Valley,04,The Legend of Zelda 25th Anniversary Special Orchestra CD,2011,,03:36,257
Various,Great Fairy Fountain Theme,05,The Legend of Zelda 25th Anniversary Special Orchestra CD,2011,,03:03,251
Various,Twilight Princess Symphonic Movement,06,The Legend of Zelda 25th Anniversary Special Orchestra CD,2011,,10:31,254
